baseball|year,2
writer|year,1
baseball|writer,8
year|york,21
baseball|york,27
times|year,1
baseball|times,23
commemorate|year,1
baseball|commemorate,1
occasion|year,1
baseball|occasion,1
built|year,1
baseball|built,4
house|year,1
baseball|house,3
literally|year,1
course|year,1
least|year,1
handy|year,1
person|year,1
ever|year,1
meet|year,1
sometimes|year,1
think|year,1
analogies|year,1
case|year,1
carpenter|year,1
build|year,1
hundreds|year,1
tables|year,1
bookshelves|year,1
cabinets|year,1
taking|year,1
pride|year,1
crafting|year,1
something|year,1
stable|year,1
sturdy|year,1
always|year,1
wanted|year,1
apply|year,1
skills|year,1
grander|year,1
baseball|national,35
national|year,1
baseball|generate,1
generate|year,1
baseball|hundreds,2
articles|baseball,1
articles|year,1
baseball|word,4
word|year,1
baseball|range,1
range|year,1
baseball|might,13
might|year,1
baseball|reach,10
reach|year,1
baseball|something,17
baseball|truly,3
truly|year,1
baseball|long,34
long|year,1
baseball|lasting,2
lasting|year,1
baseball|words,2
words|year,1
baseball|sold,2
sold|year,1
baseball|stores,1
stores|year,1
baseball|shelved,2
shelved|year,1
baseball|libraries,1
libraries|year,1
baseball|name,7
name|year,1
baseball|spine,1
spine|year,1
baseball|book,4
book|year,1
baseball|written,5
written|year,1
game|written,3
baseball|called,10
called|year,1
called|game,1
baseball|history,45
history|year,1
game|history,11
baseball|game,1
baseball|pitches,9
pitches|year,1
game|pitches,13
baseball|released,4
released|year,1
game|released,1
baseball|doubleday,2
doubleday|year,1
doubleday|game,1
april|baseball,1
april|year,1
april|game,1
baseball|culmination,2
culmination|year,1
culmination|game,1
baseball|three,23
three|year,1
game|three,52
game|year,2
baseball|scavenger,2
scavenger|year,1
game|scavenger,1
baseball|hunt,2
hunt|year,1
game|hunt,1
across|baseball,1
across|year,1
across|game,1
baseball|landscape,3
landscape|year,1
game|landscape,1
baseball|locating,2
locating|year,1
game|locating,1
baseball|interview,5
interview|year,1
game|interview,3
baseball|subjects,2
subjects|year,1
game|subjects,1
baseball|make,26
make|year,1
game|make,18
baseball|mission,1
baseball|find,5
baseball|every,24
baseball|pitcher,15
baseball|threw,3
baseball|pitch,7
baseball|especially,12
baseball|well,19
baseball|plus,5
baseball|catchers,5
baseball|hitters,7
baseball|coaches,6
baseball|umpires,3
baseball|scouts,2
baseball|would,75
baseball|cover,5
baseball|scope,1
baseball|sure,4
baseball|voices,1
baseball|past,18
players|spent,7
players|several,12
days|players,1
engrossed|players,1
ancient|players,1
news|players,1
clippings|players,1
hall|players,1
fame|players,1
library|players,1
cooperstown|players,1
leaned|players,1
covered|players,1
dozen|players,1
players|years,49
beat|players,1
players|writer,1
players|times,14
players|west,4
coast|players,1
players|reconnecting,1
pitchers|players,1
mariano|players,1
players|rivera,4
andy|players,1
pettitte|players,1
players|roger,3
clemens|players,1
mike|players,1
myers|players,1
leiter|players,1
jamie|players,1
moyer|players,1
chuck|players,1
finley|players,1
especially|players,1
mussina|players,1
famer|players,1
invited|players,1
lunch|players,1
hometown|players,1
montoursville|players,1
players|talked,1
pitching|players,1
hours|players,1
game|interviewed,1
game|hall,19
fame|game,1
game|pitchers,28
game|plus,3
game|many,14
game|standouts,1
game|made,22
game|huge,4
game|impact,2
game|plaque,1
cooperstown|game,1
game|guys,8
game|like,33
carl|game,1
erskine|game,1
game|roger,2
craig|game,1
elroy|game,1
face|game,1
game|wilbur,1
game|wood,1
game|richard,1
game|kent,1
game|tekulve,1
game|guidry,1
dave|game,1
duncan|game,1
game|mario,1
game|soto,1
brad|game,1
game|lidge,1
also|first,1
also|baseball,1
also|game,1
first|tracked,3
baseball|tracked,1
game|tracked,1
first|pitchers,22
baseball|pitchers,23
first|whose,5
baseball|whose,10
game|whose,5
feats|first,1
baseball|feats,1
feats|game,1
first|witnessed,2
baseball|witnessed,1
game|witnessed,1
first|formative,2
baseball|formative,1
formative|game,1
days|first,1
baseball|days,8
days|game,1
first|near,4
baseball|near,2
game|near,4
first|philadelphia,10
baseball|philadelphia,7
game|philadelphia,9
first|hall,15
baseball|hall,25
famer|first,1
baseball|famer,2
famer|game,1
first|steve,8
baseball|steve,6
game|steve,6
carlton|first,1
baseball|carlton,3
carlton|game,1
baseball|first,1
first|game,1
first|hero,6
baseball|hero,1
game|hero,3
first|rogers,3
baseball|rogers,1
game|rogers,3
first|longtime,7
baseball|longtime,4
game|longtime,2
expo|first,1
baseball|expo,1
expo|game,1
beat|first,1
baseball|beat,2
beat|game,1
ever|first,1
baseball|ever,26
ever|game,1
first|scott,5
baseball|scott,3
game|scott,1
first|mcgregor,2
baseball|mcgregor,1
game|mcgregor,1
clinched|first,1
baseball|clinched,5
clinched|game,1
first|world,58
baseball|world,30
game|world,72
first|series,74
baseball|series,28
game|series,106
first|orioles,28
baseball|orioles,16
game|orioles,22
first|watched,3
baseball|watched,5
game|watched,3
first|forlornly,2
baseball|forlornly,1
forlornly|game,1
first|front,12
baseball|front,10
front|game,1
first|veterans,2
baseball|veterans,4
game|veterans,1
first|stadium,15
baseball|stadium,15
game|stadium,36
famous|game,1
game|never,20
game|talking,3
game|news,7
game|media,5
delightful|game,1
game|minute,1
chat|game,1
game|greeted,2
call|game,1
game|playful,1
brushback|game,1
game|pitch,24
game|writing,2
book|game,1
game|know,16
game|people,20
game|read,2
anymore|game,1
game|hung,4
game|learned,2
game|might,20
best|game,1
game|slider,2
found|game,1
game|star,13
cincinnati|game,1
game|riot,1
game|shared,3
advice|game,1
early|game,1
game|pitching,23
coach|game,1
calvin|game,1
coolidge|game,1
game|julius,1
caesar|game,1
game|tuskahoma,1
game|mclish,1
game|short,5
game|told,7
game|young,15
game|right,43
game|whippy,1
game|quite,4
contrast|game,1
game|today,8
coaches|game,1
calculate|game,1
every|game,1
game|revolution,3
ball|game,1
game|precise,1
game|technological,1
backing|game,1
mcgregor|year,1
whose|year,1
cursed|year,1
vanquished|year,1
phillies|year,1
also|year,1
treat|year,1
reflecting|year,1
moment|year,1
glory|year,1
final|year,1
majors|year,1
knew|year,1
finished|year,1
twins|year,1
lashing|year,1
lifeless|year,1
orioles|year,1
shortstop|year,1
ripken|year,1
asked|year,1
mound|year,1
still|year,1
throwing|year,1
changeup|year,1
preview|season,1
better|game,1
development|game,1
game|technology,1
game|level,2
game|teams,11
draw|game,1
game|player,39
game|pool,5
bigger|game,1
cheaper|game,1
bradenton|first,1
bradenton|year,1
first|year,2
first|player,38
player|year,1
drafted|first,1
drafted|year,1
decade|first,1
decade|year,1
bryce|first,1
bryce|year,1
first|harper,18
harper|year,1
first|starting,9
starting|year,1
first|million,32
million|year,1
contract|first,1
contract|year,1
philadelphia|year,1
first|phillies,16
first|third,46
third|year,1
first|manny,3
manny|year,1
first|machado,6
machado|year,1
diego|first,1
diego|year,1
first|padres,9
padres|year,1
always|last,1
last|made,21
last|sure,5
hurt|last,1
investments|last,1
going|last,1
last|well,17
good|last,1
last|place,25
last|taillon,6
last|said,61
last|smiling,1
last|month,19
last|pirates,3
last|training,15
complex|last,1
last|still,29
believe|last,1
injury|last,1
happens|last,1
last|much,14
last|never,13
know|last,1
horizon|last,1
first|taillon,3
season|taillon,6
taillon|year,1
drafted|season,1
drafted|last,1
could|first,1
could|season,1
could|last,1
could|year,1
first|known,11
known|season,1
known|last,1
known|year,1
first|landscape,1
landscape|season,1
landscape|last,1
first|would,33
season|would,55
last|would,30
would|year,1
first|greet,1
greet|season,1
greet|last,1
greet|year,1
first|season,1
first|last,1
first|full,7
full|season,1
full|last,1
full|year,1
first|healthy,1
healthy|season,1
healthy|last,1
healthy|year,1
last|season,2
season|year,2
first|majors,20
majors|season,1
last|majors,23
came|first,1
came|season,1
came|last,1
came|year,1
last|year,2
according|first,1
according|season,1
according|last,1
according|year,1
fangraphs|first,1
fangraphs|season,1
fangraphs|last,1
fangraphs|year,1
pitchers|season,1
last|pitchers,21
pitchers|year,1
first|worked,5
season|worked,10
last|worked,11
worked|year,1
first|least,18
least|season,1
last|least,25
first|innings,27
innings|season,1
innings|last,1
innings|year,1
averaged|first,1
averaged|season,1
averaged|last,1
averaged|year,1
first|miles,1
