baseball|francisco,3
baseball|flight,1
baseball|swoosh,1
baseball|ichiro,1
baseball|suzuki,1
baseball|magic,4
baseball|laser,1
baseball|beam,1
baseball|streaking,1
baseball|toward,2
baseball|place,17
baseball|batted,2
balls|baseball,1
baseball|live,12
baseball|forever,11
everything|game,1
everything|league,1
else|game,1
else|league,1
fades|game,1
fades|league,1
game|star,92
league|star,44
game|league,1
game|victory,7
league|victory,4
american|game,1
american|league,1
beginning|game,1
beginning|league,1
feel|game,1
feel|league,1
game|like,44
league|like,40
game|never,57
league|never,24
ending|game,1
ending|league,1
game|series,66
league|series,58
game|victories,4
league|victories,3
game|moment,8
league|moment,4
game|wite,1
league|wite,2
california|game,1
california|league,1
able|game,1
able|league,1
erase|game,1
erase|league,1
baseball|tale,5
baseball|suddenly,3
baseball|defenseless,1
baseball|outfielder,6
baseball|name,9
baseball|junior,8
baseball|griffey,5
baseball|watching,4
baseball|determined,1
baseball|pinball,1
around|baseball,1
baseball|funkiest,1
baseball|right,30
baseball|field,26
america|baseball,1
baseball|orbited,1
baseball|bases,14
first|tale,1
home|tale,1
game|tale,3
tale|team,1
first|home,2
first|game,1
first|team,2
first|inside,3
home|inside,9
game|inside,8
inside|team,1
first|park,15
home|park,19
game|park,21
park|team,1
game|home,1
home|team,2
ever|first,1
ever|home,1
ever|game,1
ever|team,1
first|star,37
home|star,27
star|team,1
game|team,1
first|round,39
home|round,4
game|round,9
round|team,1
first|tripper,1
home|tripper,1
game|tripper,3
team|tripper,1
first|would,52
home|would,31
game|would,58
team|would,48
become|first,1
become|home,1
become|game,1
become|team,1
defining|first,1
defining|home,1
defining|game,1
defining|team,1
first|moment,2
home|moment,4
moment|team,1
first|tuesday,8
home|tuesday,4
game|tuesday,20
team|tuesday,5
first|night,33
home|night,16
game|night,53
night|team,1
always|first,1
always|home,1
always|game,1
always|team,1
first|wins,16
home|wins,3
game|wins,14
team|wins,21
game|think,31
game|sprint,2
champs|game,1
game|played,36
could|game,1
game|rickey,7
game|henderson,3
game|parker,2
game|maury,2
game|wills,2
brock|game,1
ballparks|game,1
baseballs|game,1
clattered|game,1
game|walls,1
game|misshaped,1
game|outfields,2
game|history,36
fenway|game,1
game|wrigley,4
game|polo,2
game|grounds,2
idea|years,1
events|years,1
conspire|years,1
like|years,1
keep|years,1
something|years,1
happening|years,1
fluky|years,1
collision|years,1
happens|years,1
right|years,1
eyes|years,1
game|instead,5
game|splattered,1
banners|game,1
game|stretched,1
across|game,1
game|wall,3
deepest|game,1
game|part,15
game|yard,2
banner|game,1
game|sneakily,1
game|hiding,1
game|trickiest,1
angles|game,1
entire|game,1
ballpark|game,1
baseball|went,35
baseball|motoring,1
baseball|direction,1
baseball|thought,9
baseball|would,65
baseball|carom,1
baseball|fake,1
baseball|left,13
baseball|land,5
baseball|make,24
baseball|inside,4
baseball|park,5
baseball|imagine,4
baseball|going,16
baseball|heads,1
baseball|gifted,1
baseball|charismatic,1
baseball|players,53
baseball|ever,43
baseball|played,40
baseball|moment,6
laughed|time,1
home|time,2
know|time,1
home|know,13
time|unique,1
home|unique,1
thrill|time,1
home|thrill,1
legging|time,1
home|legging,1
inside|time,1
park|time,1
homer|time,1
home|homer,11
games|time,1
games|home,1
side|time,1
home|side,3
pacific|time,1
home|pacific,1
hits|time,1
hits|home,1
north|time,1
home|north,2
america|time,1
america|home,1
japan|time,1
home|japan,1
none|time,1
home|none,1
included|time,1
home|included,4
could|time,1
could|home,1
home|think,22
home|took,17
home|like,33
home|maybe,18
home|seconds,4
home|make,12
around|home,1
bases|home,1
home|hunter,4
home|said,25
home|looked,8
ball|home,1
home|roll,1
home|plate,31
already|home,1
game|turned,8
league|turned,14
home|turned,8
team|turned,10
home|never,24
never|team,1
game|national,25
league|national,88
home|national,5
national|team,1
home|league,1
league|team,2
game|lead,15
lead|league,1
home|lead,7
lead|team,1
american|home,1
american|team,1
game|soon,3
league|soon,10
home|soon,2
soon|team,1
became|game,1
became|league,1
became|home,1
became|team,1
game|thanks,4
league|thanks,8
home|thanks,1
team|thanks,3
carl|game,1
carl|league,1
carl|home,1
carl|team,1
crawford|game,1
crawford|league,1
crawford|home,1
crawford|team,1
game|whose,2
league|whose,8
home|whose,7
team|whose,12
devil|game,1
devil|league,1
devil|home,1
devil|team,1
game|rays,10
league|rays,15
home|rays,3
rays|team,1
game|registered,1
league|registered,3
home|registered,1
registered|team,1
game|previous,5
league|previous,4
home|previous,4
previous|team,1
franchise|game,1
franchise|league,1
franchise|home,1
franchise|team,1
history|league,1
history|home,1
history|team,1
league|ninth,6
game|ninth,14
inning|league,1
game|inning,37
league|outs,4
game|outs,12
league|nobody,4
game|nobody,8
league|seattle,7
game|seattle,4
league|unhittable,1
game|unhittable,2
league|putz,1
game|putz,2
league|mound,8
game|mound,12
close|league,1
close|game,1
games|league,1
game|games,89
league|since,47
game|since,45
clinton|league,1
clinton|game,1
administration|league,1
administration|game,1
league|lost,10
game|lost,22
league|track,5
game|track,1
league|looked,6
game|looked,2
home|whoops,1
dmitri|home,1
home|young,20
chopped|home,1
home|infield,1
home|single,29
brian|home,1
home|roberts,2
glove|home,1
alfonso|home,1
home|soriano,4
home|lifetime,7
home|putz,1
home|outed,1
home|opposite,3
field|home,1
home|sudden,1
first|historic,1
battle|first,1
first|putz,1
first|walked,4
first|hardy,4
could|first,1
feel|first,1
first|something,12
first|stirring,1
season|whole,5
game|whole,8
game|season,1
putz|season,1
allowed|season,1
allowed|game,1
season|three,65
game|three,77
season|straight,8
game|straight,12
hitters|season,1
game|hitters,22
reach|season,1
game|reach,5
base|season,1
base|game,1
season|walk,17
game|walk,10
done|season,1
done|game,1
outs|season,1
ninth|season,1
game|pitches,23
game|later,20
game|pulled,7
game|plug,1
fear|game,1
game|getting,10
aaron|game,1
game|rowand,1
deep|game,1
game|right,44
field|game,1
game|safe,1
game|ichiro,4
game|march,2
back|game,1
game|onto,4
collect|game,1
award|game,1
game|second,54
game|leadoff,1
game|hitter,26
game|joining,1
game|years,1
never|years,1
forget|game,1
forget|years,1
ichiro|years,1
game|said,93
said|years,1
carrying|game,1
carrying|years,1
game|valiantly,3
valiantly|years,1
even|game,1
even|years,1
game|though,19
though|years,1
forced|game,1
forced|years,1
duties|game,1
duties|years,1
cancel|game,1
cancel|years,1
game|postgame,3
postgame|years,1
game|restaurant,4
restaurant|years,1
game|reservation,3
reservation|years,1
game|past,16
past|years,1
star|years,1
game|really,13
really|years,1
game|thought,9
thought|years,1
game|gave,21
gave|years,1
able|years,1
game|give,8
give|years,1
game|happy,8
happy|years,1
game|might,18
game|spectacular,3
anybody|game,1
game|tuesdays,1
game|heck,4
game|hubbell,1
game|williams,9
game|winning,28
game|homer,20
ichiro|year,1
merely|year,1
wipe|year,1
lifelong|year,1
inside|year,1
park|year,1
schneid|year,1
another|year,1
trophy|year,1
memorabilia|year,1
room|year,1
also|year,1
settled|year,1
five|year,1
contract|year,1
extension|year,1
mariners|year,1
worth|year,1
close|year,1
million|year,1
baseball|jayson,3
baseball|stark,8
baseball|senior,33
baseball|writer,44
baseball|espn,49
baseball|book,126
baseball|truth,4
baseball|overrated,5
baseball|underrated,3
baseball|history,40
baseball|published,41
baseball|triumph,4
baseball|books,13
available|baseball,1
baseball|bookstores,4
baseball|click,18
baseball|order,24
baseball|copy,16
derby|home,1
home|monday,3
home|replacement,2
home|injured,1
holliday|home,1
holliday|season,1
holliday|league,1
home|season,2
home|runs,125
runs|season,1
league|runs,40
league|season,2
home|joins,1
joins|season,1
joins|league,1
fellow|home,1
fellow|season,1
fellow|league,1
national|season,1
home|players,12
players|season,1
league|players,47
home|philadelphia,5
philadelphia|season,1
league|philadelphia,8
league|york,17
game|york,17
innings|league,1
game|innings,40
league|wore,1
game|wore,5
league|tuesday,13
league|night,17
league|manager,39
game|manager,44
league|terry,3
game|terry,4
francona|league,1
francona|game,1
league|surveying,1
game|surveying,2
league|options,1
game|options,4
league|none,4
game|none,9
league|pretty,8
game|pretty,4
lasted|league,1
game|lasted,8
league|much,31
game|much,37
league|longer,6
game|longer,5
drew|league,1
drew|game,1
league|might,20
league|unique,2
game|unique,4
league|opportunity,5
game|opportunity,7
league|make,32
game|make,30
appearances|league,1
appearances|game,1
league|score,3
game|score,27
good|league,1
first|good,24
game|good,16
league|reason,5
first|reason,5
game|reason,5
first|since,58
first|francona,4
league|serious,3
first|serious,2
game|serious,4
drew|first,1
league|would,42
asked|league,1
asked|first,1
asked|game,1
league|take,8
first|take,21
game|take,16
first|mound,5
american|first,1
first|league,1
league|luckily,1
first|luckily,1
game|luckily,1
entire|league,1
entire|first,1
league|organization,1
first|organization,1
game|organization,6
first|never,23
came|league,1
came|first,1
came|game,1
hitting|league,1
first|hitting,16
game|hitting,11
defense|league,1
defense|first,1
defense|game,1
enough|league,1
enough|first,1
enough|game,1
garner|league,1
first|garner,1
game|garner,1
league|valuable,5
first|valuable,2
game|valuable,8
league|player,42
first|player,20
game|player,31
award|league,1
award|first,1
ended|league,1
ended|first,1
ended|game,1
game|pitch,29
first|pitch,39
game|reds,9
first|reds,10
game|pitcher,46
first|pitcher,56
edinson|game,1
edinson|first,1
game|volquez,1
first|volquez,2
game|shot,7
first|shot,7
game|seventh,7
first|seventh,4
first|inning,17
game|real,8
first|real,11
game|sign,3
first|sign,4
game|life,12
first|life,12
booed|game,1
booed|first,1
game|routinely,1
first|routinely,3
game|yankee,6
first|yankee,4
game|stadium,13
first|stadium,8
game|loud,1
first|loud,3
applause|game,1
applause|first,1
brief|game,1
brief|home,1
game|least,9
home|least,10
drew|home,1
game|smile,3
home|smile,1
game|little,18
home|little,8
game|weird,1
home|weird,1
game|went,29
home|went,13
along|game,1
along|home,1
forgot|game,1
forgot|home,1
game|taunting,1
home|taunting,1
game|picked,5
home|picked,4
drew|season,1
drew|year,1
night|season,1
night|year,1
first|season,2
first|year,2
arrived|first,1
arrived|season,1
arrived|year,1
boston|first,1
boston|season,1
boston|year,1
season|year,2
first|million,12
million|season,1
first|five,50
five|season,1
contract|first,1
contract|season,1
expectations|first,1
expectations|season,1
expectations|year,1
first|high,25
high|season,1
high|year,1
first|struggled,2
season|struggled,3
struggled|year,1
first|last,55
last|season,1
last|year,1
fans|first,1
fans|season,1
fans|year,1
first|showered,1
season|showered,1
showered|year,1
boos|first,1
boos|season,1
boos|year,1
first|similar,4
season|similar,2
similar|year,1
first|heard,7
heard|season,1
heard|year,1
season|tuesday,12
tuesday|year,1
first|york,24
season|york,17
year|york,13
said|season,1
season|though,11
season|strong,2
postseason|season,1
catapulted|season,1
leads|season,1
confidence|home,1
confidence|first,1
ability|home,1
ability|first,1
first|said,58
became|first,1
home|player,20
home|nice,3
first|nice,7
first|little,16
home|still,25
first|still,17
home|long,11
first|long,19
home|ways,5
first|ways,6
definitely|home,1
definitely|first,1
good|home,1
good|years,1
night|years,1
first|manager,30
manager|years,1
first|otherwise,3
league|otherwise,2
game|otherwise,1
otherwise|years,1
first|knows,9
knows|league,1
game|knows,2
knows|years,1
would|years,1
first|happened,8
happened|league,1
game|happened,9
happened|years,1
drew|years,1
called|first,1
called|league,1
called|game,1
called|years,1
first|upon,1
league|upon,2
game|upon,4
upon|years,1
first|throw,21
league|throw,14
game|throw,21
throw|years,1
first|years,1
first|major,38
league|major,151
game|major,48
major|years,1
league|years,2
league|pitch,38
pitch|years,1
first|thrown,7
league|thrown,4
game|thrown,6
thrown|years,1
competitively|first,1
competitively|league,1
competitively|game,1
competitively|years,1
since|years,1
high|league,1
game|high,19
high|years,1
first|school,23
league|school,23
game|school,15
school|years,1
first|nearly,3
league|nearly,7
game|nearly,7
nearly|years,1
time|would,49
ready|time,1
ready|years,1
drew|time,1
said|time,1
given|time,1
given|years,1
francona|time,1
francona|years,1
hard|time,1
hard|years,1
time|years,2
couple|time,1
couple|years,1
played|time,1
played|years,1
ever|time,1
ever|years,1
runs|time,1
runs|years,1
pitchers|time,1
pitchers|years,1
give|time,1
holler|time,1
holler|years,1
albert|game,1
game|pujols,3
familiar|game,1
game|spot,5
game|louis,12
game|hosts,1
boston|game,1
game|knuckleballer,4
game|wakefield,4
game|headed,5
brand|game,1
game|situation,2
league|pujols,5
baseball|pujols,3
first|pujols,6
home|pujols,3
leading|league,1
baseball|leading,7
first|leading,11
home|leading,6
league|vote,3
baseball|vote,4
first|vote,2
home|vote,1
getter|league,1
baseball|getter,1
first|getter,1
getter|home,1
balloting|league,1
balloting|baseball,1
balloting|first,1
balloting|home,1
league|midsummer,1
baseball|midsummer,1
first|midsummer,1
home|midsummer,1
classic|league,1
baseball|classic,8
classic|first,1
classic|home,1
announced|league,1
announced|baseball,1
announced|first,1
announced|home,1
league|sunday,1
baseball|sunday,11
first|sunday,5
home|sunday,2
baseball|major,67
home|major,24
baseball|league,2
baseball|first,1
baseball|home,2
giving|league,1
baseball|giving,9
first|giving,5
giving|home,1
cardinals|league,1
baseball|cardinals,7
cardinals|first,1
cardinals|home,1
baseman|league,1
baseball|baseman,11
baseman|first,1
baseman|home,1
league|start,23
baseball|start,16
first|start,21
home|start,11
ballpark|league,1
ballpark|baseball,1
ballpark|first,1
ballpark|home,1
well|year,1
league|well,14
another|league,1
amazing|year,1
amazing|league,1
league|year,2
leading|year,1
majors|year,1
league|majors,41
homers|year,1
homers|league,1
rbis|year,1
league|rbis,8
collected|year,1
collected|league,1
votes|year,1
league|votes,3
finish|year,1
finish|league,1
second|year,1
league|second,40
highest|year,1
highest|league,1
total|year,1
league|total,8
major|year,1
history|year,1
trailing|year,1
league|trailing,1
griffey|year,1
griffey|league,1
league|million,14
first|think,27
first|recognition,1
around|first,1
country|first,1
first|phenomenal,2
first|half,13
career|first,1
first|louis,12
first|tony,4
first|russa,1
first|sure,8
first|supported,1
first|incredible,2
first|well,16
deserved|first,1
pujols|team,1
made|team,1
eight|team,1
team|times,26
nine|team,1
seasons|team,1
making|team,1
sixth|team,1
start|team,1
first|wakefield,4
season|wakefield,2
league|wakefield,3
wakefield|year,1
first|made,25
made|season,1
league|made,29
game|made,27
made|year,1
season|star,24
star|year,1
first|roster,3
roster|season,1
league|roster,12
game|roster,7
roster|year,1
major|season,1
first|headed,3
headed|season,1
headed|league,1
headed|year,1
busch|first,1
busch|season,1
busch|league,1
busch|game,1
busch|year,1
season|stadium,7
league|stadium,9
stadium|year,1
first|july,10
july|season,1
july|league,1
game|july,29
july|year,1
game|year,1
first|right,52
right|season,1
league|right,28
right|year,1
first|hander,18
hander|season,1
hander|league,1
game|hander,6
hander|year,1
first|tied,3
season|tied,7
league|tied,9
game|tied,7
tied|year,1
first|lead,11
lead|season,1
lead|year,1
season|wins,21
league|wins,17
wins|year,1
first|pedroia,2
first|rallied,1
first|kevin,11
first|youkilis,8
caught|first,1
first|yankees,28
first|slugger,7
first|mark,15
first|teixeira,6
final|first,1
first|voting,2
team|youkilis,1
anyway|team,1
along|team,1
boston|team,1
josh|team,1
beckett|team,1
closer|team,1
jonathan|team,1
papelbon|team,1
first|starting,32
first|philadelphia,7
first|second,86
chase|first,1
first|utley,8
first|florida,10
first|shortstop,27
first|hanley,1
first|ramirez,6
first|wright,3
first|third,53
catcher|first,1
first|yadier,3
first|molina,5
beltran|first,1
first|milwaukee,11
first|ryan,12
braun|first,1
first|raul,2
first|ibanez,3
first|outfield,7
game|molina,2
first|turns,4
game|turns,2
first|youngest,1
game|youngest,1
first|three,90
brothers|first,1
brothers|game,1
first|playing,11
game|playing,21
catcher|game,1
first|majors,30
game|majors,21
becomes|first,1
becomes|game,1
first|siblings,1
game|siblings,1
first|make,28
first|lineup,15
derek|first,1
first|jeter,4
first|tampa,6
evan|first,1
first|longoria,1
first|outfielders,3
first|josh,4
first|hamilton,2
first|texas,16
first|ichiro,1
first|suzuki,1
first|seattle,5
first|minnesota,14
first|mauer,4
first|held,4
first|onto,4
first|spot,7
despite|first,1
disabled|first,1
first|list,13
first|much,33
abdominal|first,1
first|injury,3
feel|time,1
personally|time,1
deserve|time,1
fans|time,1
time|voted,4
happy|time,1
real|time,1
honor|time,1
second|time,1
around|time,1
jeter|league,1
jeter|season,1
game|jeter,6
